prodcode,dmdcode,gemscriptcode,therapyevents,productname,ingredient,strength,formulation,routeofadministration,bnftext,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,slashcountinchapter,bnfchapter
10219,4708111000001107,89296020,1065,Contreet Hydrocolloid dressing 10cm x 10cm square (Coloplast Ltd),Silver/Hydrocolloid Matrix,10cm x 10cm,Dressing,,Hydrocolloid Dressing Silver Impregnated Sterile,February 2009,13229005,,,,,,,,,0,72212100
24603,4708511000001103,89298020,210,Contreet Hydrocolloid dressing 15cm x 15cm square (Coloplast Ltd),Silver/Hydrocolloid Matrix,15cm x 15cm,Dressing,,Hydrocolloid Dressing Silver Impregnated Sterile,February 2009,13230005,,,,,,,,,0,72212100
