prodcode,dmdcode,gemscriptcode,therapyevents,productname,ingredient,strength,formulation,routeofadministration,bnftext,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,slashcountinchapter,bnfchapter
69321,3.36971110000e+16,73778021,814,Sterimar Kids 60% hypertonic nasal spray (Church & Dwight UK Ltd),,,Spray,,Nasal Spray Hypertonic,April 2017,73778021,,,,,,,,,0,71380300
40006,1.54131110000e+16,4990021,32066,Sterimar 75% hypertonic nasal spray (Church & Dwight UK Ltd),,,Spray,,Nasal Spray/Nasal Spray Hypertonic,August 2009,23183005,,,,,,,,,1,71380300
