prodcode,dmdcode,gemscriptcode,therapyevents,productname,ingredient,strength,formulation,routeofadministration,bnftext,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,slashcountinchapter,bnfchapter
73604,3.56165110000e+16,81869021,258,Evolve Carbomer 980 0.2% eye gel preservative free (Medicom Healthcare Ltd),,,,,Eye Gel - Carbomer,November 2018,81869021,,,,,,,,,0,71591000
73699,3.56163110000e+16,81868021,1090,Carbomer '980' 0.2% eye gel preservative free,,,,,Eye Gel - Carbomer,November 2018,81868021,,,,,,,,,0,71591000
